name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp,rating,contentRatingLevel,year
The Perfect Human Diet ,6.5 based on 502 user ratings,2012-12-21,C.J. Hunt,"C.J. Hunt,Leslie Aiello,Susan Loraine Anderson",NA,NA,NA,NA,"diet,epidemic,obesity,overweight,health","Documentary,History",NA,USA,English,NA,NA,NA,90,Color,1.78:1,6.5,NA,2012
Crooked Arrows ,"6.0 based on 1,526 user ratings",2012-05-18,Steve Rash,"Brandon Routh,Gil Birmingham,Crystal Allen",42,NA,NA,NA,"tournament,team,lacrosse,native-american,coach","Drama,Sport",Rated PG-13 for some suggestive references,USA,English,13000000,251041(USA),1830475,NA,Color,1.85:1,6.0,PG-13,2012
CBGB ,"6.6 based on 6,260 user ratings",2013-10-11,Randall Miller,"Alan Rickman,Malin Akerman,Justin Bartha",30,NA,NA,4,"club,punk,blondie,nightclub,punk-rock","Drama,Music","Rated R for language throughout, some sexual content, drug use, and a scene of violence.",USA,English,5000000,4000(USA),40400,101,Color,2.35:1,6.6,R,2013
The Ides of March ,"7.1 based on 188,440 user ratings",2011-10-07,George Clooney,"Paul Giamatti,George Clooney,Philip Seymour Hoffman",67,NA,NA,1,"ohio,manager,intern,governor,politics",Drama,Rated R for pervasive language,USA,English,12500000,10470143(USA),40962534,101,Color,2.35:1,7.1,R,2011
The Road We've Traveled ,5.8 based on 41 user ratings,2012-03-15,Davis Guggenheim,"David Axelrod,Matthew Davies,Rahm Emanuel",NA,NA,NA,NA,NA,"Documentary,Short",NA,USA,English,NA,NA,NA,NA,Color,NA,5.8,NA,2012
Over America ,6.5 based on 24 user ratings,2008-02-05,NA,NA,NA,NA,NA,NA,NA,Documentary,NA,USA,English,NA,NA,NA,55,Color,1.78:1/(highdefinition),6.5,NA,2008
The Guest House ,"3.6 based on 1,100 user ratings",2012-09-04,Michael Baumgarten,"Ruth Reynolds,Madeline Merritt,Tom McCafferty",NA,NA,NA,NA,"guest-house,goth,sex-scene,father-and-daughter-have-sex-with-the-same-woman,tribadism",Romance,NA,USA,English,250000,NA,NA,82,Color,1.78:1/(highdefinition),3.6,NA,2012
The Fantastic Flying Books of Mr. Morris Lessmore ,"8.0 based on 4,527 user ratings",2014-09-24,NA,NA,NA,NA,NA,NA,"book,hurricane,library,reading,writing","Animation,Short,Adventure,Drama,Family",NA,USA,NA,NA,NA,NA,15,Color,NA,8.0,NA,2014
The Secret Number ,6.6 based on 284 user ratings,2012-06-15,Colin Levy,"Daniel Jones,Tom Nowicki,Tom Carleglio",NA,NA,NA,NA,"number,psychiatrist,mathematician,car-accident,mathematics","Short,Drama,Sci-Fi,Thriller",NA,USA,English,NA,NA,NA,15,Color,NA,6.6,NA,2012
47 Ronin ,"6.3 based on 116,720 user ratings",2013-12-25,Carl Rinsch,"Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki",28,NA,NA,1,"shogun,samurai,ronin,box-office-flop,tournament","Action,Adventure,Drama,Fantasy","Rated PG-13 for intense sequences of violence and action, some disturbing images, and thematic elements",USA,"English,Japanese",175000000,9869000(USA),38297305,119,Color,2.35:1,6.3,PG-13,2013
Jack & Diane ,"4.5 based on 2,201 user ratings",2012-04-20,Bradley Rust Gray,"Riley Keough,Juno Temple,Kylie Minogue",45,NA,NA,NA,"werewolf,girl-in-panties,red-panties,panties,scene-after-end-credits","Drama,Horror,Romance","Rated R for strong sexual content including nudity and an assault, bloody violence, language and drinking - all involving teens",USA,English,NA,294(USA),1041,110,Color,1.85:1,4.5,R,2012
Raze ,"5.2 based on 4,519 user ratings",2014-01-16,Josh C. Waller,"Zoë Bell,Rachel Nichols,Tracie Thoms",41,NA,NA,4,"punched-in-the-face,forced-to-fight,fight,female-martial-artist,bone-breaking","Action,Horror","Rated R for strong brutal bloody  violence throughout, and language",USA,English,NA,3453(USA),3453,87,Color,2.35:1,5.2,R,2014
Bad Ass ,"5.5 based on 15,618 user ratings",2012-04-13,Craig Moss,"Danny Trejo,Charles S. Dutton,Ron Perlman",NA,NA,NA,NA,"bus,vietnam-veteran,two-word-title,inspired-by-true-events,cgi-blood","Action,Comedy,Crime,Thriller","Rated R for violence, some torture, pervasive language, and some sexual content/nudity",USA,English,NA,NA,NA,NA,Color,1.85:1,5.5,R,2012
The Butterfly Room ,"5.6 based on 1,276 user ratings",2014-04-11,NA,NA,NA,NA,NA,NA,"butterfly,mall,alone,neighbor,apartment","Horror,Thriller",NA,"Italy,USA",English,NA,NA,NA,87,Color,2.35:1,5.6,NA,2014
Something from Nothing: The Art of Rap ,"7.2 based on 2,934 user ratings",2012-07-20,"Ice-T,Andy Baybutt","Ice-T,Dr. Dre,Chuck D.",66,NA,NA,NA,"rap-music,hip-hop,reference-to-biggie-smalls,reference-to-tupac-shakur,interview-clips","Documentary,Music","Rated R for pervasive language including sexual references, and some drug content","UK,USA",English,NA,150337(USA),288312,106,Color,NA,7.2,R,2012
Stoker ,"6.8 based on 84,486 user ratings",2013-03-01,Chan-wook Park,"Mia Wasikowska,Nicole Kidman,Matthew Goode",58,NA,NA,2,"psychopath,sociopath,death,vomiting,hitchcockian","Drama,Thriller",Rated R for disturbing violent and sexual content,"UK,USA",English,12000000,160547(USA),1702277,99,Color,2.35:1,6.8,R,2013
"Goodnight, Mr. Foot ",5.6 based on 197 user ratings,2012-10-26,NA,NA,NA,NA,NA,NA,NA,"Animation,Short,Comedy,Family",NA,USA,English,NA,NA,NA,4,Color,NA,5.6,NA,2012
Silent Night ,"5.2 based on 5,561 user ratings",2012-12-04,Steven C. Miller,"Malcolm McDowell,Jaime King,Donal Logue",53,NA,NA,NA,"porn-shoot,pornographer,christmas-horror,christmas-eve,killer-santa-claus","Comedy,Horror,Mystery,Thriller","Rated R for bloody violence, some sexuality/nudity, language and brief drug use","Canada,USA",English,NA,9672(USA),9672,94,Color,2.35:1,5.2,R,2012
View from the Overlook: Crafting 'The Shining' ,7.3 based on 64 user ratings,2007-12-05,Gary Leva,"John Baxter,Paul Duncan,Diane Johnson",NA,NA,NA,NA,making-of,"Documentary,Short",NA,USA,English,NA,NA,NA,30,Color,1.33:1,7.3,NA,2007
"Forever Is a Long, Long Time ",6.8 based on 8 user ratings,2004-10-04,Don Was,"Curt Biquera,Tom Bishop,Arell Blanton",NA,NA,NA,NA,NA,"Short,Musical",NA,USA,English,NA,NA,NA,22,Black and White,1.33:1,6.8,NA,2004
Freelancers ,"4.6 based on 7,863 user ratings",2013-01-12,Jessy Terrero,"50 Cent,Robert De Niro,Forest Whitaker",NA,NA,NA,NA,"nypd,revenge,assistant-district-attorney,kingpin,robbery","Action,Crime,Drama,Mystery","Rated R for strong sexual content, nudity, drug use, violence and pervasive language",USA,English,11000000,NA,NA,96,Color,2.35:1,4.6,R,2013
The Rumble in the Air-Conditioned Auditorium: O'Reilly vs. Stewart 2012 ,8.1 based on 96 user ratings,2012-10-06,Chuck O'Neil,"Bill O'Reilly,Jon Stewart,E.D. Hill",NA,NA,NA,NA,NA,"Comedy,Talk-Show",NA,USA,English,NA,NA,NA,93,Color,NA,8.1,NA,2012
Caterpillar ,7.2 based on 50 user ratings,2012-08-08,NA,NA,NA,NA,NA,NA,NA,"Short,Drama,Thriller",NA,USA,NA,NA,NA,NA,15,Color,2.35:1,7.2,NA,2012
A Band Called Death ,"7.5 based on 2,786 user ratings",2013-06-28,"Mark Christopher Covino,Jeff Howlett","Bobby Hackney,David Hackney,Dannis Hackney",77,NA,NA,NA,"punk-band,1970s,rockumentary,music-business,punk-music","Documentary,Biography,Music",NA,USA,English,NA,34839(USA),125856,96,Color,NA,7.5,NA,2013
The Apple Pushers ,7.3 based on 26 user ratings,2012-02-10,Mary Mazzio,"Boris Benkovski,Eugenia Benkovski,Jacob Benkovski",NA,NA,NA,NA,"apple,the-green-cart-initiative,food-desert,entrepreneurship,immigration",Documentary,NA,USA,English,NA,NA,NA,NA,Color,NA,7.3,NA,2012
Joyful Noise ,"5.7 based on 6,460 user ratings",2012-01-13,Todd Graff,"Queen Latifah,Dolly Parton,Keke Palmer",44,NA,NA,NA,"chips,bare-chested-male,two-word-title","Comedy,Music",Rated PG-13 for some language including a sexual reference,USA,English,25000000,11225190(USA),30920167,NA,Color,2.35:1,5.7,PG-13,2012
Decoding Annie Parker ,"6.3 based on 2,366 user ratings",2014-05-02,Steven Bernstein,"Helen Hunt,Samantha Morton,Aaron Paul",56,NA,NA,NA,"cancer,arena,dna-testing,dna-analysis,dna",Drama,Rated R for  language and some sexual content,USA,English,2000000,16781(USA),39850,91,Color,2.35:1,6.3,R,2014
The Legend of Mor'du ,6.2 based on 576 user ratings,2012-12-05,NA,NA,NA,NA,NA,NA,"witch,civil-war,bear,transformation,brother-vs-brother","Animation,Short,Family",NA,USA,English,NA,NA,NA,7,Color,NA,6.2,NA,2012
Shadow People ,"5.3 based on 2,431 user ratings",2013-03-19,Matthew Arnold,"Dallas Roberts,Alison Eastwood,Anne Dudek",NA,NA,NA,NA,"shadow-people,radio-talk-show-host,paranormal-activity,psychological-experiment,talk-show-host","Horror,Thriller","Rated PG-13 for thematic material, scary moments, brief language, partial nudity and smoking",USA,English,NA,NA,NA,89,Color,NA,5.3,PG-13,2013
Saving Lincoln ,5.2 based on 163 user ratings,2013-02-13,Salvador Litvak,"Tom Amandes,Lea Coco,Penelope Ann Miller",21,NA,NA,NA,"u.s.-marshal,bodyguard,two-word-title,confederacy,president-elect",Biography,NA,USA,English,700000,NA,NA,101,Color,NA,5.2,NA,2013
Celia ,6.9 based on 269 user ratings,2012-10-26,NA,NA,NA,NA,NA,NA,"doctor-patient-relationship,unwanted-pregnancy,teenage-pregnancy,teenage-girl,moral-dilemma","Short,Drama",NA,USA,English,NA,NA,NA,9,Color,NA,6.9,NA,2012
The Island President ,"7.3 based on 1,012 user ratings",2012-03-30,Jon Shenk,NA,72,NA,NA,NA,"president,maldives,2010s,sea-level,rising-sea-levels",Documentary,"Rated PG for thematic elements, some violent content and smoking",USA,English,NA,13998(USA),75233,NA,Color,NA,7.3,PG,2012
Smiley ,"3.5 based on 7,147 user ratings",2012-10-12,Michael J. Gallagher,"Caitlin Gerard,Melanie Papalia,Shane Dawson",25,NA,NA,4,"urban-legend,internet,college,serial-killer,student","Comedy,Horror","Rated R for violence, terror, language, some sexual references and substance use by teens",USA,English,NA,NA,NA,95,Color,1.85:1,3.5,R,2012
Fun Size ,"5.4 based on 11,215 user ratings",2012-10-26,Josh Schwartz,"Victoria Justice,Johnny Knoxville,Chelsea Handler",37,NA,NA,NA,"teenage-girl,best-friend,friend,halloween,adult-humor","Adventure,Comedy","Rated PG-13 for crude and suggestive material, partying, and language",USA,English,14000000,4101017(USA),9402410,86,Color,2.35:1,5.4,PG-13,2012
Marley ,"8.0 based on 10,864 user ratings",2012-04-20,Kevin Macdonald,"Bob Marley,Ziggy Marley,Jimmy Cliff",82,NA,NA,NA,"interview,musician,surname-as-title,soccer,music-video","Documentary,Biography,Music","Rated PG-13 for drug content, thematic elements and some violent images","UK,USA","English,French,German",NA,262004(USA),1412124,144,Color,1.85:1,8.0,PG-13,2012
In Search of Avery Willard ,6.9 based on 11 user ratings,2012-06-19,NA,NA,NA,NA,NA,NA,"photographer,queer,erotica,nudity,death","Documentary,Short,Biography,History,News",NA,USA,English,NA,NA,NA,24,Color,1.78:1,6.9,NA,2012
King Kelly ,5.1 based on 413 user ratings,2014-05-29,Andrew Neel,"Louisa Krause,Libby Woodbridge,Roderick Hill",66,NA,NA,NA,"white-panties,panties,upskirt,mini-skirt,masturbation",Drama,NA,USA,English,NA,NA,NA,84,Color,NA,5.1,NA,2014
Yeah Kowalski! ,7.0 based on 103 user ratings,2013-06-21,NA,NA,NA,NA,NA,NA,"crush,13-year-old,surname-in-title,teacher,body-hair","Short,Comedy,Romance",NA,USA,English,NA,NA,NA,10,Color,2.35:1,7.0,NA,2013
After ,"5.4 based on 3,682 user ratings",2012-09-14,Ryan Smith,"Steven Strait,Karolina Wydra,Madison Lintz",NA,NA,NA,NA,"crash,coma","Fantasy,Horror,Mystery,Thriller",Rated PG-13 for some thematic elements and frightening images,USA,English,650000,NA,NA,90,Color,2.35:1,5.4,PG-13,2012
The Thompsons ,"4.7 based on 1,842 user ratings",2012-12-31,"Mitchell Altieri,Phil Flores","Cory Knauf,Samuel Child,Mackenzie Firgens",NA,NA,NA,NA,"vampire,england,vampire-attack,masked-man,ski-mask","Drama,Horror,Thriller","Rated R for brutal bloody violence, some strong sexuality, nudity and language","USA,UK",English,3000000,NA,NA,82,Color,2.35:1,4.7,R,2012
Born to Be Wild ,"7.6 based on 2,532 user ratings",2011-04-08,David Lickley,"Birute Galdikas,Daphne Sheldrick,Morgan Freeman",66,NA,NA,NA,"rescue,raise,orangutan,elephant,title-spoken-by-narrator","Documentary,Short,Adventure",NA,USA,English,NA,856133(USA),24833997,NA,Color,1.44:1,7.6,NA,2011
Remains ,"4.3 based on 1,732 user ratings",2011-12-06,Colin Theys,"Grant Bowler,Evalena Marie,Tawny Cypress",NA,NA,NA,NA,"zombie,post-apocalypse,zombie-apocalypse,based-on-graphic-novel,based-on-comic-book","Action,Drama,Horror,Sci-Fi",NA,USA,English,750000,NA,NA,88,Color,1.85:1,4.3,NA,2011
One in the Chamber ,"5.2 based on 3,751 user ratings",2012-11-15,William Kaufman,"Cuba Gooding Jr.,Dolph Lundgren,Claudia Bassols",NA,NA,NA,NA,"assassin,money,russian,mobster,prague","Action,Crime,Thriller","Rated R for violence, language, brief drug use and sexuality",USA,English,6000000,NA,NA,91,Color,1.78:1,5.2,R,2012
Excuse Me for Living ,4.8 based on 379 user ratings,2012-10-12,Ric Klass,"Tom Pelphrey,Christopher Lloyd,Robert Vaughn",17,NA,NA,NA,"psychiatrist,men%27s-group,support-group,father-son-relationship,drug-addict","Comedy,Romance",NA,USA,English,NA,NA,NA,106,Color,NA,4.8,NA,2012
The Reef 2: High Tide ,3.9 based on 606 user ratings,2012-10-30,"Mark A.Z. Dippé,Taedong Park","Audrey Wasilewski,Rob Schneider,Jack Mullins",NA,NA,NA,NA,NA,"Animation,Family,Musical",Rated PG for some mild menace and rude humor,"South Korea,USA",English,NA,NA,NA,80,Color,NA,3.9,PG,2012
Take Shelter ,"7.4 based on 67,989 user ratings",2011-11-10,Jeff Nichols,"Michael Shannon,Jessica Chastain,Shea Whigham",85,NA,NA,2,"schizophrenia,mysterious-event,ambiguous-ending,firefly,storm","Drama,Thriller",Rated R for some language,USA,English,5000000,52041(USA),1729969,121,Color,2.35:1,7.4,R,2011
Abraham Lincoln vs. Zombies ,"3.2 based on 3,286 user ratings",2012-05-29,Richard Schenkman,"Bill Oberst Jr.,Kent Igleheart,Rhianna Van Helton",NA,NA,NA,NA,"hit-by-a-train,head-cut-off,1860s,gore,blood-splatter","Action,Comedy,Horror",Rated R for bloody zombie violence,USA,English,150000,NA,NA,96,Color,1.78:1,3.2,R,2012
Sabbatical ,6.3 based on 22 user ratings,2012-06-15,NA,NA,NA,NA,NA,NA,NA,"Short,Comedy,Romance",NA,USA,English,NA,NA,NA,12,Color,NA,6.3,NA,2012
True Bloodthirst ,"4.1 based on 1,360 user ratings",2012-07-14,Todor Chapkanov,"Andrew Lee Potts,Heida Reed,Claudia Bassols",NA,NA,NA,NA,NA,"Action,Horror,Sci-Fi",NA,USA,English,NA,NA,NA,90,Color,NA,4.1,NA,2012
Only God Forgives ,"5.7 based on 83,000 user ratings",2013-05-22,Nicolas Winding Refn,"Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm",37,NA,NA,1,"punishment,drug-dealer,brutal-cop,thai-boxing,vengeance","Crime,Drama","Rated R for strong bloody violence including grisly images, sexual content and language","Denmark,Sweden,Thailand,USA,France","English,Thai",4800000,313958(USA),778565,90,Color,1.85:1,5.7,R,2013
Summer Bummer ,6.5 based on 36 user ratings,2012-03-09,NA,NA,NA,NA,NA,NA,NA,"Animation,Short,Comedy",NA,USA,English,NA,NA,NA,2,Color,1.78:1,6.5,NA,2012
The Babymakers ,"5.0 based on 7,470 user ratings",2012-08-24,Jay Chandrasekhar,"Paul Schneider,Olivia Munn,Kevin Heffernan",30,NA,NA,4,"sperm,sperm-bank,caught-masturbating,masturbation,infertility",Comedy,"Rated R for crude and sexual content, brief graphic nudity, language and some drug use",USA,English,NA,5215(USA),5215,95,Color,2.35:1,5.0,R,2012
Nazis at the Center of the Earth ,"3.1 based on 2,998 user ratings",2012-04-24,Joseph J. Lawson,"Dominique Swain,Jake Busey,Joshua Michael Allen",NA,NA,NA,NA,"antarctica,nazi,exposed-brain,rope,betrayal","Action,Adventure,Sci-Fi,Thriller","Rated R for bloody violence and gore, some nudity and brief language",USA,"English,German",NA,NA,NA,89,Color,1.78:1/(highdefinition),3.1,R,2012
Somm ,"7.0 based on 2,712 user ratings",2013-06-21,Jason Wise,"Bo Barrett,Shayn Bjornholm,Dave Cauble",58,NA,NA,NA,"sommelier,test,napa-valley,champagne,grapes",Documentary,NA,USA,"English,Italian,German,French",NA,28050(USA),170561,94,Color,16:9HD,7.0,NA,2013
The Lincoln Lawyer ,"7.3 based on 173,618 user ratings",2011-03-18,Brad Furman,"Matthew McConaughey,Marisa Tomei,Ryan Phillippe",63,NA,NA,2,"plot-twist,defense-attorney,defense-lawyer,prostitute,lawyer","Crime,Drama,Thriller","Rated R for some violence, sexual content and language",USA,English,40000000,£571836(UK),57981889,118,Color,2.35:1,7.3,R,2011
Tiger Eyes ,"6.4 based on 1,523 user ratings",2013-06-07,Lawrence Blume,"Willa Holland,Amy Jo Johnson,Tatanka Means",56,NA,NA,NA,"native-american,grieving,drinking-problem,cancer,character-nickname-in-title",Drama,"Rated PG-13 for thematic material including a violent incident, and some teen drinking",USA,English,NA,10874(USA),25163,92,Color,NA,6.4,PG-13,2013
Toy Story Toons: Small Fry ,"7.2 based on 2,980 user ratings",2011-11-23,NA,NA,NA,NA,NA,NA,"impostor,fast-food-restaurant,anthropomorphic-toy,buzz-lightyear,escape","Animation,Short,Comedy,Family,Fantasy",NA,USA,English,NA,NA,NA,NA,Color,1.85:1,7.2,NA,2011
Red Hook Summer ,"5.0 based on 1,247 user ratings",2013-05-17,Spike Lee,"Jules Brown,Thomas Jefferson Byrd,Toni Lysaith",48,NA,NA,NA,"three-word-title,season-in-title,place-name-in-title,color-in-title,written-and-directed-by-cast-member",Drama,"Rated R for brief violence, language and a disturbing situation",USA,English,NA,40070(USA),338803,NA,Color,1.85:1,5.0,R,2013
The Help ,"8.1 based on 318,297 user ratings",2011-08-10,Tate Taylor,"Emma Stone,Viola Davis,Octavia Spencer",62,NA,NA,470,"black-servant,maid,jackson-mississippi,chocolate-pie,writing-a-novel",Drama,Rated PG-13 for thematic material,"USA,India,United Arab Emirates",English,25000000,26044590(USA),169705587,NA,Color,1.85:1,8.1,PG-13,2011
Josephine and the Roach ,7.6 based on 129 user ratings,2012-05-20,NA,NA,NA,NA,NA,NA,NA,"Short,Comedy,Fantasy,Romance",NA,USA,English,NA,NA,NA,15,Color,NA,7.6,NA,2012
The Rift ,"7.3 based on 5,044 user ratings",2012-09-14,Robert Kouba,"Eileen Grubba,James DiStefano,Ralph Guzzo",NA,NA,NA,NA,"rift,pictures","Short,Sci-Fi,Thriller",NA,"USA,Switzerland",English,20000,NA,NA,26,Color,2.35:1,7.3,NA,2012
New Year's Eve ,"5.6 based on 66,502 user ratings",2011-12-09,Garry Marshall,"Sarah Jessica Parker,Jessica Biel,Ashton Kutcher",22,NA,NA,2,"new-year,new-year%27s-eve,singer,expecting,kiss","Comedy,Romance",Rated PG-13 for language including some sexual references,USA,English,56000000,13019180(USA),54540525,113,Color,1.85:1,5.6,PG-13,2011
Nefarious: Merchant of Souls ,7.7 based on 388 user ratings,2011-08-11,"Benjamin Nolot,Matt Dickey","Christian Simpson,Jon Morgan Woodward,Chad T. Wood",NA,NA,NA,NA,"slavery,sex-trafficking,sex-crime,prostitute,injustice",Documentary,NA,USA,English,NA,NA,NA,NA,Color,NA,7.7,NA,2011
Steve Jobs: The Lost Interview ,"8.1 based on 1,183 user ratings",2012-09-06,Paul Sen,"Steve Jobs,Robert X. Cringely",NA,NA,NA,NA,NA,Documentary,NA,USA,English,NA,2599(USA),104286,70,Color,1.85:1,8.1,NA,2012
Branded ,"4.7 based on 7,748 user ratings",2012-09-07,"Jamie Bradshaw,Aleksandr Dulerayn","Ed Stoppard,Leelee Sobieski,Jeffrey Tambor",20,NA,NA,NA,"advertising-agency,fast-food,hamburger,hallucination,constellation","Drama,Fantasy,Thriller",Rated R for language and some sexual content,"USA,Russia","English,Russian",NA,240565(USA),353468,NA,Color,2.35:1,4.7,R,2012
Tom and Jerry: Robin Hood and His Merry Mouse ,6.5 based on 485 user ratings,2012-09-28,"Spike Brandt,Tony Cervone","Jamie Bamber,Charles Shaughnessy,John Michael Higgins",NA,NA,NA,NA,NA,"Animation,Comedy,Family",NA,USA,English,NA,NA,NA,65,Color,NA,6.5,NA,2012
"3, 2, 1... Frankie Go Boom ","6.0 based on 4,042 user ratings",2012-03-10,Jordan Roberts,"Charlie Hunnam,Chris O'Dowd,Lizzy Caplan",51,NA,NA,NA,"jock-strap,hand-kissing,condom,viral-video,beard",Comedy,NA,USA,English,NA,NA,NA,89,Color,2.35:1,6.0,NA,2012
Playback ,"4.2 based on 4,131 user ratings",2012-03-09,Michael A. Nickles,"Christian Slater,Ambyr Childers,Toby Hemingway",NA,NA,NA,NA,"evil,high-school,police-officer,high-school-student,teenager","Horror,Thriller","Rated R for bloody violence, sexual content/nudity and some teen partying",USA,English,1600000,252(USA),252,98,Color,1.78:1,4.2,R,2012
Beginners ,"7.2 based on 73,220 user ratings",2011-06-09,Mike Mills,"Ewan McGregor,Christopher Plummer,Mélanie Laurent",81,NA,NA,3,"gay-relationship,death,cancer,french,actress","Comedy,Drama,Romance",Rated R for language and some sexual content,USA,"English,French",3200000,141340(USA),5776314,105,Color,1.85:1,7.2,R,2011
